1910 FE1E 2329 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1912 FE1E 2335 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1914 FE1E 2341 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1916 FE1E 2347 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1918 F365 2353 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1920 AB34 2357 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1922 FE1E 2868 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1924 FE1E 2874 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1926 FE1E 2880 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1928 FE1E 2886 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1930 F355 2892 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1932 7E01 2896 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1934 3E80 2896 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1936 1774 2896 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1908 A919 2896 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1910 FE1E 2329 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1912 FE1E 2336 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1914 FE1E 2343 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1916 FE1E 2350 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1918 F365 2357 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1920 AB34 2361 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
1922 FE1E 2868 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]
